

Wavelength [microns]  Re(m)       Im(m)
      6.98740       1.1340494   0.00850246
      6.99060       1.1331259   0.00854788
      6.99380       1.1321994   0.00859361
      6.99700       1.1312693   0.00863970
      7.00020       1.1303363   0.00868611
      7.00340       1.1293998   0.00873288
      7.00660       1.1284604   0.00877996
      7.00980       1.1275172   0.00882743
      7.01300       1.1265708   0.00887523
      7.01620       1.1256210   0.00892340
      7.01940       1.1246679   0.00897192
      7.02260       1.1237115   0.00902080
      7.02580       1.1227515   0.00907005
      7.02900       1.1217881   0.00911967
      7.03220       1.1208212   0.00916966
      7.03540       1.1198512   0.00922002
      7.03860       1.1188774   0.00927078
      7.04180       1.1179003   0.00932191
      7.04500       1.1169192   0.00937344
      7.04820       1.1159347   0.00942536
      7.05140       1.1149470   0.00947766
      7.05461       1.1139554   0.00953038
      7.05781       1.1129603   0.00958349
      7.06101       1.1119614   0.00963702
      7.06421       1.1109593   0.00969095
      7.06741       1.1099528   0.00974531
      7.07061       1.1089432   0.00980008
      7.07381       1.1079295   0.00985529
      7.07701       1.1069124   0.00991091
      7.08021       1.1058913   0.00996697
      7.08341       1.1048664    0.0100235
      7.08661       1.1038378    0.0100804
      7.08981       1.1028054    0.0101378
      7.09301       1.1017693    0.0101956
      7.09621       1.1007289    0.0102540
      7.09941       1.0996851    0.0103127
      7.10261       1.0986366    0.0103720
      7.10581       1.0975850    0.0104317
      7.10901       1.0965290    0.0104918
      7.11221       1.0954689    0.0105525
      7.11541       1.0944051    0.0106136
      7.11861       1.0933372    0.0106753
      7.12181       1.0922651    0.0107374
      7.12501       1.0911889    0.0108000
      7.12821       1.0901088    0.0108632
      7.13141       1.0890242    0.0109268
      7.13461       1.0879358    0.0109910
      7.13781       1.0868430    0.0110557
      7.14101       1.0857463    0.0111209
      7.14421       1.0846447    0.0111867
      7.14741       1.0835392    0.0112530
      7.15061       1.0824296    0.0113198
      7.15382       1.0813153    0.0113872
      7.15702       1.0801971    0.0114552
      7.16022       1.0790740    0.0115237
      7.16342       1.0779470    0.0115928
      7.16662       1.0768154    0.0116624
      7.16982       1.0756793    0.0117327
      7.17302       1.0745385    0.0118035
      7.17622       1.0733933    0.0118750
      7.17942       1.0722440    0.0119470
      7.18262       1.0710895    0.0120196
      7.18582       1.0699308    0.0120929
      7.18902       1.0687672    0.0121668
      7.19222       1.0675992    0.0122413
      7.19542       1.0664264    0.0123164
      7.19862       1.0652491    0.0123922
      7.20182       1.0640664    0.0124687
      7.20502       1.0628794    0.0125458
      7.20822       1.0616879    0.0126235
      7.21142       1.0604908    0.0127020
      7.21462       1.0592892    0.0127811
      7.21782       1.0580827    0.0128609
      7.22102       1.0568717    0.0129414
      7.22422       1.0556551    0.0130226
      7.22742       1.0544337    0.0131045
      7.23062       1.0532074    0.0131871
      7.23382       1.0519758    0.0132705
      7.23702       1.0507392    0.0133546
      7.24022       1.0494974    0.0134395
      7.24342       1.0482504    0.0135251
      7.24662       1.0469984    0.0136114
      7.24983       1.0457413    0.0136986
      7.25303       1.0444787    0.0137865
      7.25623       1.0432109    0.0138752
      7.25943       1.0419375    0.0139647
      7.26263       1.0406590    0.0140550
      7.26583       1.0393748    0.0141461
      7.26903       1.0380851    0.0142381
      7.27223       1.0367904    0.0143309
      7.27543       1.0354897    0.0144246
      7.27863       1.0341837    0.0145191
      7.28183       1.0328722    0.0146144
      7.28503       1.0315549    0.0147107
      7.28823       1.0302316    0.0148078
      7.29143       1.0289031    0.0149058
      7.29463       1.0275683    0.0150048
      7.29783       1.0262282    0.0151047
      7.30103       1.0248822    0.0152054
      7.30423       1.0235302    0.0153072
      7.30743       1.0221725    0.0154099
      7.31063       1.0208083    0.0155135
      7.31383       1.0194385    0.0156182
      7.31703       1.0180627    0.0157238
      7.32023       1.0166808    0.0158304
      7.32343       1.0152925    0.0159381
      7.32663       1.0138985    0.0160467
      7.32983       1.0124977    0.0161565
      7.33303       1.0110909    0.0162672
      7.33623       1.0096779    0.0163791
      7.33943       1.0082585    0.0164920
      7.34263       1.0068325    0.0166060
      7.34583       1.0054003    0.0167211
      7.34903       1.0039619    0.0168373
      7.35224       1.0025162    0.0169547
      7.35544       1.0010648    0.0170732
      7.35864      0.99960577    0.0171929
      7.36184      0.99814075    0.0173137
      7.36504      0.99666882    0.0174357
      7.36824      0.99519020    0.0175590
      7.37144      0.99370462    0.0176835
      7.37464      0.99221200    0.0178092
      7.37784      0.99071252    0.0179362
      7.38104      0.98920649    0.0180644
      7.38424      0.98769349    0.0181939
      7.38744      0.98617268    0.0183248
      7.39064      0.98464513    0.0184569
      7.39384      0.98311013    0.0185904
      7.39704      0.98156816    0.0187253
      7.40024      0.98001897    0.0188615
      7.40344      0.97846204    0.0189991
      7.40664      0.97689801    0.0191381
      7.40984      0.97532654    0.0192786
      7.41304      0.97374767    0.0194205
      7.41624      0.97216058    0.0195639
      7.41944      0.97056645    0.0197087
      7.42264      0.96896440    0.0198551
      7.42584      0.96735466    0.0200030
      7.42904      0.96573716    0.0201524
